0.010	2.0
0.025	2.5
0.040	3.0
0.050	3.4
0.100	4.0
0.175	4.5
0.225	4.6
0.775	4.6
0.825	4.5
0.900	4.0
0.950	3.4
0.960	3.0
0.975	2.5
0.990	2.0
